刘震云,医生,9
茅盾,运动员,93
王朔,记者,78
刘震云,经纪人,73
雨果,工人,7
叶圣陶,个体,25
莫言,记者,66
郑振泽,大学生,68
冰心,设计师,99
郑振泽,教师,45
叶圣陶,律师,69
鲁迅,中小学生,100
朱湘,记者,91
张爱玲,记者,45
朱自清,画家,25
张洁,工人,100
钱钟书,中小学生,86
王朔,工程师,98
朱湘,设计师,14
贾平凹,科学家,8
史铁生,画家,43
莫言,设计师,46
查尔斯.狄更斯,大学生,27
郑振泽,科学家,63
刘震云,律师,93
张洁,大学生,17
冰心,画家,46
唐家三少,设计师,53
钱钟书,画家,82
查尔斯.狄更斯,大学生,92
林语堂,经纪人,75
沈从文,大学生,6
叶圣陶,律师,38
张爱玲,经纪人,97
沈从文,中小学生,95
林语堂,教师,47
查尔斯.狄更斯,教师,14
沈从文,个体,18
郑振泽,记者,44
张洁,个体,23
刘震云,歌手,52
天蚕土豆,工程师,14
贾平凹,工人,11
朱自清,大学生,18
叶圣陶,律师,61
张洁,记者,97
刘震云,记者,65
沈从文,中小学生,29
林语堂,医生,42
王朔,大学生,33
唐家三少,中小学生,37
史铁生,工人,7
茅盾,画家,97
冰心,画家,18
查尔斯.狄更斯,运动员,82
沈从文,教师,7
巴金,歌手,71
朱自清,军人,39
刘震云,科学家,17
张爱玲,歌手,75
冰心,大学生,94
冰心,设计师,70
郑振泽,运动员,13
朱湘,军人,24
巴金,科学家,16
朱自清,设计师,67
叶圣陶,医生,53
朱湘,个体,76
林语堂,经纪人,48
张洁,歌手,16
巴金,中小学生,47
冰心,画家,10
刘震云,歌手,84
郑振泽,军人,40
冰心,大学生,83
冰心,科学家,7
天蚕土豆,科学家,53
查尔斯.狄更斯,律师,76
天蚕土豆,教师,99
茅盾,设计师,21
冰心,个体,50
刘震云,律师,59
朱湘,医生,71
马克吐温,运动员,84
贾平凹,科学家,95
天蚕土豆,运动员,50
朱湘,经纪人,25
鲁迅,设计师,86
巴金,大学生,15
朱湘,个体,51
史铁生,个体,90
雨果,教师,37
冰心,记者,87
马克吐温,大学生,82
唐家三少,工人,64
鲁迅,运动员,51
鲁迅,记者,70
莫言,设计师,83
唐家三少,中小学生,31
朱自清,画家,14
茅盾,大学生,6
贾平凹,记者,87
茅盾,工程师,58
唐家三少,律师,44
雨果,科学家,55
唐家三少,科学家,59
王朔,记者,86
茅盾,中小学生,5
王朔,律师,16
唐家三少,歌手,84
马克吐温,工程师,100
雨果,大学生,15
鲁迅,军人,45
莫言,军人,42
朱自清,设计师,96
茅盾,设计师,59
鲁迅,运动员,68
张爱玲,工程师,13
郑振泽,经纪人,40
朱自清,大学生,22
刘震云,设计师,76
史铁生,工程师,27
天蚕土豆,教师,22
天蚕土豆,教师,17
林语堂,运动员,94
王朔,军人,57
鲁迅,歌手,12
马克吐温,律师,40
史铁生,运动员,84
朱湘,设计师,97
刘震云,军人,67
莫言,大学生,92
史铁生,工程师,35
查尔斯.狄更斯,运动员,41
朱湘,运动员,7
朱自清,运动员,16
贾平凹,工人,21
冰心,记者,75
冰心,科学家,85
查尔斯.狄更斯,大学生,78
沈从文,记者,74
冰心,经纪人,93
茅盾,记者,99
马克吐温,医生,81
贾平凹,画家,52
贾平凹,医生,50
史铁生,工人,30
朱自清,工人,37
唐家三少,运动员,69
张洁,教师,16
王朔,医生,59
张爱玲,记者,18
朱湘,设计师,67
刘震云,医生,73
刘震云,中小学生,20
雨果,医生,24
雨果,经纪人,50
林语堂,大学生,81
冰心,设计师,15
鲁迅,个体,72
朱自清,画家,46
史铁生,中小学生,74
贾平凹,军人,80
天蚕土豆,工人,39
唐家三少,科学家,98
钱钟书,个体,87
查尔斯.狄更斯,设计师,42
贾平凹,歌手,64
朱湘,经纪人,84
史铁生,个体,25
钱钟书,工人,21
张洁,运动员,78
唐家三少,个体,80
巴金,个体,48
林语堂,医生,45
张洁,个体,98
冰心,医生,58
钱钟书,教师,73
查尔斯.狄更斯,教师,56
贾平凹,工人,81
莫言,运动员,46
朱湘,歌手,85
冰心,中小学生,19
林语堂,医生,50
莫言,个体,56
朱自清,设计师,80
茅盾,歌手,14
贾平凹,医生,88
刘震云,医生,6
鲁迅,设计师,17
天蚕土豆,中小学生,57
贾平凹,医生,53
叶圣陶,医生,39
叶圣陶,画家,13
张洁,工程师,8
冰心,经纪人,39
茅盾,经纪人,21
冰心,设计师,47
史铁生,设计师,96
雨果,大学生,55
茅盾,律师,59
朱自清,个体,94
茅盾,工人,47
钱钟书,歌手,42
史铁生,大学生,40
雨果,工人,8
鲁迅,医生,89
沈从文,个体,84
茅盾,军人,38
沈从文,中小学生,50
王朔,歌手,99
张爱玲,教师,97
郑振泽,经纪人,98
史铁生,军人,42
贾平凹,医生,54
朱湘,运动员,75
查尔斯.狄更斯,画家,52
天蚕土豆,工程师,77
莫言,歌手,43
史铁生,大学生,72
史铁生,大学生,31
雨果,军人,21
朱湘,经纪人,6
唐家三少,科学家,79
叶圣陶,军人,14
钱钟书,中小学生,24
莫言,大学生,21
王朔,大学生,7
巴金,医生,100
冰心,经纪人,80
贾平凹,大学生,84
唐家三少,科学家,51
朱自清,画家,82
马克吐温,经纪人,15
马克吐温,科学家,70
张爱玲,科学家,36
郑振泽,经纪人,95
郑振泽,大学生,62
雨果,科学家,15
林语堂,军人,33
史铁生,画家,37
马克吐温,工人,13
张洁,医生,55
沈从文,工程师,47
张爱玲,设计师,14
沈从文,经纪人,38
郑振泽,律师,92
叶圣陶,记者,60
郑振泽,画家,62
莫言,医生,40
朱湘,经纪人,93
鲁迅,工人,79
朱自清,工人,6
沈从文,歌手,52
查尔斯.狄更斯,律师,46
张洁,画家,20
王朔,教师,13
林语堂,设计师,84
张爱玲,设计师,83
贾平凹,律师,43
巴金,运动员,46
莫言,律师,57
张爱玲,军人,48
马克吐温,军人,15
朱湘,律师,32
巴金,律师,17
林语堂,医生,95
王朔,设计师,86
莫言,大学生,84
茅盾,大学生,65
朱湘,运动员,51
钱钟书,科学家,18
叶圣陶,记者,39
刘震云,医生,12
郑振泽,科学家,75
查尔斯.狄更斯,教师,100
冰心,记者,38
张洁,个体,8
张洁,医生,15
天蚕土豆,运动员,60
